person_name,title,first_name,middle_name,last_name,primary_role,all_roles,church_count,churches,church_names,city_count,cities,states,pdf_count,bulletin_count_with_date,earliest_bulletin,latest_bulletin,active_2026,active_2025,active_2024,years_active,confidence
Philip C. Ricci,Father; Msgr.,Philip,C.,Ricci,Monsignor,Monsignor; Priest,3,us-pa-north-wales-mary-mother-of-the-redeemer-4245f6c4; us-pa-philadelphia-immaculate-heart-of-mary-9e0a704f; us-pa-warrington-st-joseph-d1bcbe39,"Immaculate Heart of Mary; Mary, Mother of the Redeemer; St. Joseph",3,North Wales; Philadelphia; Warrington,pennsylvania,3,2,2026-02-01,2026-02-22,True,False,False,2026,high
Philip Cahill,Father,Philip,,Cahill,Priest,Priest,1,us-il-arlington-heights-st-james-9559c5b4,St. James,1,Arlington Heights,illinois,1,1,2025-06-01,2025-06-01,False,True,False,2025,high
Philip Cascia,Fr.,Philip,,Cascia,Priest,Priest,1,us-ct-plainville-our-lady-of-mercy-catholic-church-c5fc6cb6,Our Lady of Mercy Church,1,Plainville,connecticut,1,1,2023-01-15,2023-01-15,False,False,False,2023,high
Philip Chmielewski,Fr.,Philip,,Chmielewski,Priest,Priest,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Philip Cleary,Fr.,Philip,,Cleary,Priest,Priest,1,us-il-grayslake-st-gilbert-e3c31483,St. Gilbert,1,Grayslake,illinois,1,0,,,False,False,False,,high
Philip Clement,Rev.,Philip,,Clement,Priest,Priest,1,us-fl-saint-petersburg-blessed-trinity-369e0b6b,Blessed Trinity,1,Saint Petersburg,florida,1,1,2023-12-03,2023-12-03,False,False,False,2023,high
Philip Con,Fr.,Philip,,Con,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Conklin,Fr.,Philip,,Conklin,Priest,Priest,1,us-mn-delano-st-mary-of-czestochowa-b3288c98,St. Mary of Czestochowa,1,Delano,minnesota,1,1,2026-01-01,2026-01-01,True,False,False,2026,high
Philip Conran,Monsignor,Philip,,Conran,pastor,pastor,1,us-ny-staten-island-st-teresa-of-the-infant-jesus-f9498bbe,St. Teresa,1,Staten Island,new_york,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Philip Cook,Fr.,Philip,,Cook,Priest,Priest,1,us-ok-wagoner-holy-cross-fbe18f5f,Holy Cross,1,Wagoner,oklahoma,1,1,2025-07-13,2025-07-13,False,True,False,2025,high
Philip D. Briggs,Rev.,Philip,D.,Briggs,Priest,Priest,1,us-va-annandale-st-ambrose-55a4c411,St. Ambrose,1,Annandale,virginia,1,1,2025-08-03,2025-08-03,False,True,False,2025,high
Philip D. Halfacre,Msgr.,Philip,D.,Halfacre,Monsignor,Monsignor,1,us-il-streator-st-michael-the-archangel-bf94c265,St. Michael the Archangel,1,Streator,illinois,1,0,,,False,False,False,,high
Philip D. Petta,Fr.,Philip,D.,Petta,Pastor,Pastor,3,us-tx-crowell-st-joseph-81b0be72; us-tx-quanah-church-of-st-mary-af86bf51; us-tx-vernon-holy-family-of-nazareth-d6556c29,Holy Family of Nazareth; St. Joseph; St. Mary,3,Crowell; Quanah; Vernon,texas,4,0,,,False,False,False,,high
Philip Dabney,Fr.,Philip,,Dabney,Priest,Priest,2,us-fl-sarasota-st-martha-7642781d; us-ny-rochester-st-john-the-evangelist-b6d8496f,St. John the Evangelist; St. Martha,2,Rochester; Sarasota,florida; new_york,2,1,2023-02-20,2023-02-20,False,False,False,2023,high
Philip Danaher,Fr.; Rev.,Philip,,Danaher,Priest,Priest,2,us-il-villa-park-st-alexander-6569291e; us-il-wood-dale-holy-ghost-83f6e08c,Holy Ghost; St. Alexander,2,Villa Park; Wood Dale,illinois,2,1,2026-02-01,2026-02-01,True,False,False,2026,high
Philip Des,Father,Philip,,Des,Priest,Priest,1,us-ma-marblehead-our-lady-star-of-the-sea-bd1ab6a6,Our Lady Star of the Sea,1,Marblehead,massachusetts,1,1,2025-10-26,2025-10-26,False,True,False,2025,high
Philip Dinh,Fr.,Philip,,Dinh,Priest,Priest,1,us-wi-wautoma-st-joseph-2742fddb,St. Joseph,1,Wautoma,wisconsin,1,0,,,False,False,False,,high
Philip Dominique,Sr.,Philip,,Dominique,Sister,Sister,1,us-la-madisonville-st-anselm-a0d11511,St. Anselm,1,Madisonville,louisiana,1,1,2025-10-19,2025-10-19,False,True,False,2025,high
Philip Dos,Fr.,Philip,,Dos,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Dowling,Msgr.,Philip,,Dowling,Monsignor,Monsignor,1,us-pa-wayne-st-katharine-of-siena-808a33c0,St Katharine of Siena,1,Wayne,pennsylvania,1,1,2022-04-21,2022-04-21,False,False,False,2022,high
Philip Dupree,Sr.,Philip,,Dupree,Sister,Sister,1,us-ma-marlborough-st-matthias-4c156ca0,St. Matthias,1,Marlborough,massachusetts,1,1,2025-06-15,2025-06-15,False,True,False,2025,high
Philip E. Niekamp,Rev.,Philip,E.,Niekamp,Priest,Priest,1,us-mo-rhineland-church-of-the-risen-savior-26cf5f6f,Risen Savior,1,Rhineland,missouri,1,1,2023-05-01,2023-05-01,False,False,False,2023,high
Philip Edwards,Fr.; Rev.,Philip,,Edwards,Priest,Priest,2,us-ca-alta-loma-st-peter-and-st-paul-catholic-church-4fa352ce; us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St Peter & St Paul Catholic Church; St. Barnabas Catholic Church,2,Alta Loma; Long Beach,california,2,2,2024-12-01,2025-07-20,False,True,True,2024; 2025,high
Philip Eichner,Fr.,Philip,,Eichner,Priest,Priest,1,us-ny-wantagh-st-frances-de-chantal-5f0815a6,St. Frances de Chantal,1,Wantagh,new_york,1,1,2025-09-01,2025-09-01,False,True,False,2025,high
Philip Erickson,Fr.,Philip,,Erickson,Priest,Priest,2,us-ky-louisville-our-mother-of-sorrows-pax-christi-parish-8606c21b; us-ky-louisville-st-elizabeth-of-hungary-pax-christi-parish-97b3c7c2,Our Mother of Sorrows (Pax Christi Parish); St. Elizabeth of Hungary (Pax Christi Parish),1,Louisville,kentucky,2,0,,,False,False,False,,high
Philip Farrell,Rev.,Philip,,Farrell,Priest,Priest,2,us-pa-pittsburgh-ascension-stphilip-parish-e98afd29; us-pa-pittsburgh-st-philip-saint-philip-parish-03dac331,Ascension; St. Philip- St. Philip Parish,1,Pittsburgh,pennsylvania,2,0,,,False,False,False,,high
Philip Florio,Reverend,Philip,,Florio,Priest,Priest,1,us-ny-new-york-the-ascension-ce36dc85,Ascension,1,New York,new_york,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Philip Forlano,Fr.,Philip,,Forlano,Priest,Priest,1,us-pa-bensalem-st-charles-borromeo-f505793a,St. Charles Borromeo,1,Bensalem,pennsylvania,1,0,,,False,False,False,,high
Philip Franco,Deacon,Philip,,Franco,Deacon,Deacon,2,us-ny-brooklyn-annunciation-olmc-annunciation-parish-c188edc0; us-ny-brooklyn-shrine-church-of-our-lady-of-mount-carmel-olmc-annunciation-parish-9b5fdcb8,Our Lady of Mount Carmel-Annunciation Parish (OLMC-Annunciation Parish); Shrine Church of Our Lady of Mount Carmel (OLMC-Annunciation Parish),1,Brooklyn,new_york,2,0,,,False,False,False,,high
Philip G Scher,Rev.,Philip,G,Scher,Priest,Priest,1,us-ca-san-luis-obispo-old-mission-san-luis-obispo-de-tolosa-7662193f,Mission San Luis Obispo de Tolosa,1,San Luis Obispo,california,1,1,2026-01-04,2026-01-04,True,False,False,2026,high
Philip G. Burger,Rev.,Philip,G.,Burger,Priest,Priest,1,us-pa-new-freedom-st-john-the-baptist-8746c869,St. John the Baptist,1,New Freedom,pennsylvania,1,0,,,False,False,False,,high
Philip G. Racco,Rev.,Philip,G.,Racco,Priest,Priest,1,us-oh-lyndhurst-st-clare-da7215e4,St. Clare,1,Lyndhurst,ohio,1,0,,,False,False,False,,high
Philip Gagan,Fr.; Rev.,Philip,,Gagan,Priest,Priest,13,us-fl-bunnell-st-stephen-34c398f9; us-fl-callahan-our-lady-of-consolation-675274a8; us-fl-cross-city-holy-cross-catholic-mission-ecb8119d; us-fl-interlachen-st-john-the-evangelist-ba31bc21; us-fl-jacksonville-crucifixion-b3b7b2d6; us-fl-jacksonville-holy-rosary-4d991813; us-fl-jacksonville-naval-station-mayport-holy-family-by-the-sea-641ec31f; us-fl-jacksonville-st-ephrem-syrian-582cdbbe; us-fl-jacksonville-st-francis-choe-korean-f14317dd; us-fl-mayo-our-lady-of-guadalupe-6448e1c6; us-fl-saint-augustine-cathedral-basilica-of-saint-augustine-3a98c656; us-fl-saint-augustine-st-benedict-the-moor-b9ef6bdc; us-fl-st-augustine-flagler-college-newman-center-0f35b9b7,Cathedral Basilica of St. Augustine; Crucifixion; Flagler College Newman Center; Holy Cross Catholic Mission; Holy Rosary; Korean Chapel of St. Francis Choe; Mission of Our Lady of Guadalupe; Mission of St. Benedict the Moor; Naval Station Mayport (Holy Family by the Sea); Our Lady of Consolation; St. Ephrem (Syrian); St. John the Evangelist; St. Stephen,8,Bunnell; Callahan; Cross City; Interlachen; Jacksonville; Mayo; Saint Augustine; St. Augustine,florida,13,2,2024-12-20,2025-09-01,False,True,True,2024; 2025,high
Philip Garcia,Deacon,Philip,,Garcia,Deacon,Deacon,2,us-mo-jefferson-city-cathedral-of-st-joseph-b8d6f7f8; us-mo-jefferson-city-st-joseph-91bfd482,Cathedral of St Joseph; Cathedral of St. Joseph,1,Jefferson City,missouri,2,1,2024-05-01,2024-05-01,False,False,True,2024,high
Philip Grant,Fr.,Philip,,Grant,Priest,Priest,1,us-sc-pawleys-island-precious-blood-of-christ-4ced9d1d,Precious Blood of Christ,1,Pawleys Island,south_carolina,1,1,2025-09-01,2025-09-01,False,True,False,2025,high
Philip Halfacre,Msgr.,Philip,,Halfacre,Monsignor,Monsignor,2,us-wi-kenosha-our-lady-of-mount-carmel-f3967ffe; us-wi-kenosha-st-therese-7936228d,Our Lady of Mount Carmel; St. Therese of Lisieux,1,Kenosha,wisconsin,2,2,2024-11-20,2024-11-24,False,False,True,2024,high
Philip Hamel,Rev.,Philip,,Hamel,Priest,Priest,1,us-ma-provincetown-st-peter-the-apostle-bb245008,St. Peter the Apostle,1,Provincetown,massachusetts,1,0,,,False,False,False,,high
Philip Hannan,Archbishop,Philip,,Hannan,Archbishop,Archbishop,2,us-ca-irvine-st-thomas-more-2732f6a6; us-la-madisonville-st-anselm-a0d11511,St. Anselm; St. Thomas More,2,Irvine; Madisonville,california; louisiana,2,2,2021-11-07,2026-01-11,True,False,False,2021; 2026,high
Philip Hanrahan,Deacon,Philip,,Hanrahan,Deacon,Deacon,3,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",2,Saint Meinrad; St. Meinrad,indiana,3,0,,,False,False,False,,high
Philip Heitz,Dcn.,Philip,,Heitz,Deacon,Deacon,1,us-il-elmhurst-mary-queen-of-heaven-dd003fba,Mary Queen of Heaven,1,Elmhurst,illinois,1,0,,,False,False,False,,high
Philip Hoffmann,Fr.,Philip,,Hoffmann,Priest,Priest,3,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",2,Saint Meinrad; St. Meinrad,indiana,3,0,,,False,False,False,,high
Philip Hughes,Fr.,Philip,,Hughes,Priest,Priest,1,us-la-abita-springs-st-jane-de-chantal-3dfeb2dd,St. Jane de Chantal,1,Abita Springs,louisiana,1,0,,,False,False,False,,high
Philip J. Green,Deacon,Philip,J.,Green,Deacon,Deacon,3,us-mi-centreville-st-clare-mission-59f9d8a1; us-mi-colon-st-barbara-mission-parish-e2608925; us-mi-three-rivers-immaculate-conception-church-7a886f32,Immaculate Conception; St. Barbara Mission Parish; St. Clare Mission,3,Centreville; Colon; Three Rivers,michigan,3,1,2025-01-28,2025-01-28,False,True,False,2025,high
Philip J. Kennedy,Msgr.,Philip,J.,Kennedy,Monsignor,Monsignor,2,us-tx-jacksonville-our-lady-of-sorrows-18d2cf54; us-tx-new-summerfield-our-lady-of-guadalupe-a253c577,Mission of Our Lady of Guadalupe; Our Lady of Sorrows,2,Jacksonville; New Summerfield,texas,2,1,2024-06-23,2024-06-23,False,False,True,2024,high
Philip J. Kreilein,Fr.,Philip,J.,Kreilein,Priest,Priest,3,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",2,Saint Meinrad; St. Meinrad,indiana,3,0,,,False,False,False,,high
Philip J. Maas,Rev.,Philip,J.,Maas,Priest,Priest,1,us-pa-bethlehem-incarnation-of-our-lord-04039fb3,Incarnation of Our Lord,1,Bethlehem,pennsylvania,1,1,2025-11-20,2025-11-20,False,True,False,2025,high
Philip J. Reilly,Msgr.,Philip,J.,Reilly,Monsignor,Monsignor,3,us-ma-millbury-our-lady-of-the-assumption-parish-394809c6; us-ma-millbury-st-brigid-040e9b9c; us-ny-queens-american-martyrs-69de9882,American Martyrs; Our Lady of The Assumption Parish; St. Brigid,2,Millbury; Queens,massachusetts; new_york,3,2,2024-12-08,2025-01-19,False,True,True,2024; 2025,high
Philip J. Vanderlin,Fr.,Philip,J.,Vanderlin,Pastor,Pastor; Priest,6,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5; us-wy-alta-chapel-of-the-sacred-heart-80a26f2f; us-wy-jackson-our-lady-of-the-mountains-40fb54d9; us-wy-jackson-sacred-heart-603709cc,"Archabbatial Church of Our Lady of Einsiedeln; Chapel of the Sacred Heart; Chapel of the Sacred Heart Mission; Our Lady of Monte Cassino Shrine; Our Lady of the Mountains; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",4,Alta; Jackson; Saint Meinrad; St. Meinrad,indiana; wyoming,6,1,2025-06-01,2025-06-01,False,True,False,2025,high
Philip Johnson,Br.,Philip,,Johnson,Brother,Brother,1,us-il-elmhurst-mary-queen-of-heaven-dd003fba,Mary Queen of Heaven,1,Elmhurst,illinois,1,0,,,False,False,False,,high
Philip Kane,Rev.,Philip,,Kane,Priest,Priest,2,us-mo-jefferson-city-cathedral-of-st-joseph-b8d6f7f8; us-mo-jefferson-city-st-joseph-91bfd482,Cathedral of St Joseph; Cathedral of St. Joseph,1,Jefferson City,missouri,2,1,2024-07-01,2024-07-01,False,False,True,2024,high
Philip Kelly,Fr.,Philip,,Kelly,Priest,Priest,1,us-ny-new-york-st-francis-de-sales-532bc14f,St. Francis de Sales,1,New York,new_york,1,0,,,False,False,False,,high
Philip Kemmy,Fr.,Philip,,Kemmy,Priest,Priest,1,us-ny-island-park-sacred-heart-4b4c9c6e,Sacred Heart,1,Island Park,new_york,1,1,2025-04-20,2025-04-20,False,True,False,2025,high
Philip Kiley,Rev.,Philip,,Kiley,Priest,Priest,2,us-il-chicago-our-lady-of-the-rosary-parish-st-bartholomew-28daed96; us-il-chicago-st-pascal-church-our-lady-of-the-rosary-parish-1d2a4eb3,St Pascal Catholic Church (Our Lady Of The Rosary Parish); St. Bartholomew,1,Chicago,illinois,2,1,2023-04-16,2023-04-16,False,False,False,2023,high
Philip Kyung,Sr.,Philip,,Kyung,Sister,Sister,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Philip La Gala,,Philip,La,Gala,Deacon,Deacon,2,us-nj-springfield-st-james-the-apostle-parish-b31a889e; us-nj-springfield-township-church-of-st-james-67943277,St. James; St. James the Apostle Parish,2,Springfield; Springfield Township,new_jersey,2,1,2025-11-30,2025-11-30,False,True,False,2025,high
Philip Landry,Rev.,Philip,,Landry,Priest,Priest,1,us-la-new-orleans-st-patrick-7cd13403,St. Patrick,1,New Orleans,louisiana,1,1,2026-01-01,2026-01-01,True,False,False,2026,high
Philip Larry,Fr.,Philip,,Larry,Priest,Priest,1,us-ca-west-sacramento-our-lady-of-grace-387398a9,Our Lady of Grace,1,West Sacramento,california,1,1,2025-05-01,2025-05-01,False,True,False,2025,high
Philip Lowe,Rev.,Philip,,Lowe,Priest,Priest,1,us-pa-media-st-mary-magdalen-807f8072,St. Mary Magdalen,1,Media,pennsylvania,1,0,,,False,False,False,,high
Philip Lowery,Msgr.,Philip,,Lowery,Monsignor,Monsignor,1,us-nj-west-trenton-our-lady-of-good-counsel-74b256db,Our Lady of Good Counsel Church,1,West Trenton,new_jersey,1,0,,,False,False,False,,high
Philip M. Cozzi,Rev.,Philip,M.,Cozzi,Priest,Priest,1,us-va-annandale-st-ambrose-55a4c411,St. Ambrose,1,Annandale,virginia,1,1,2025-01-26,2025-01-26,False,True,False,2025,high
Philip M. Danaher,Fr.,Philip,M.,Danaher,Priest,Priest,4,us-il-bloomingdale-st-isidore-987c41e0; us-il-elmhurst-mary-queen-of-heaven-dd003fba; us-il-glendale-heights-st-matthew-a313f102; us-il-villa-park-st-alexander-6569291e,Mary Queen of Heaven; St. Alexander; St. Isidore; St. Matthew,4,Bloomingdale; Elmhurst; Glendale Heights; Villa Park,illinois,4,1,2026-02-01,2026-02-01,True,False,False,2026,high
Philip M. Hoffman,Rev.,Philip,M.,Hoffman,Priest,Priest,2,us-pa-erie-holy-rosary-mission-4268411b; us-pa-erie-st-john-the-baptist-ac0d02a0,Holy Rosary; St. John the Baptist,1,Erie,pennsylvania,2,0,,,False,False,False,,high
Philip M. Kane,Rev.,Philip,M.,Kane,Priest,Priest,1,us-mo-russellville-st-michael-aa5a7dad,St. Michael,1,Russellville,missouri,1,1,2023-12-01,2023-12-01,False,False,False,2023,high
Philip Maas,Rev.,Philip,,Maas,Priest,Priest,1,us-pa-shillington-st-john-baptist-de-la-salle-432a851f,St. John Baptist de la Salle,1,Shillington,pennsylvania,1,1,2022-09-11,2022-09-11,False,False,False,2022,high
Philip Majka,Fr.; Rev.,Philip,,Majka,Priest,Priest,2,us-ct-new-britain-sacred-heart-c9ac232e; us-va-lake-ridge-st-elizabeth-ann-seton-54101808,Sacred Heart Church of NB; St. Elizabeth Ann Seton,2,Lake Ridge; New Britain,connecticut; virginia,2,1,2025-12-07,2025-12-07,False,True,False,2025,high
Philip Marrow,Dcn.,Philip,,Marrow,Deacon,Deacon,1,us-il-elmhurst-mary-queen-of-heaven-dd003fba,Mary Queen of Heaven,1,Elmhurst,illinois,1,0,,,False,False,False,,high
Philip Marta,Fr.,Philip,,Marta,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Mayer,Father; Rev.,Philip,,Mayer,Priest,Parochial Administrator; Priest,13,us-fl-bunnell-st-stephen-34c398f9; us-fl-callahan-our-lady-of-consolation-675274a8; us-fl-cross-city-holy-cross-catholic-mission-ecb8119d; us-fl-interlachen-st-john-the-evangelist-ba31bc21; us-fl-jacksonville-crucifixion-b3b7b2d6; us-fl-jacksonville-holy-rosary-4d991813; us-fl-jacksonville-naval-station-mayport-holy-family-by-the-sea-641ec31f; us-fl-jacksonville-st-ephrem-syrian-582cdbbe; us-fl-jacksonville-st-francis-choe-korean-f14317dd; us-fl-jacksonville-st-james-catholic-church-1b9ed4cc; us-fl-jacksonville-st-james-chair-of-st-peter-f8a5f8d6; us-fl-mayo-our-lady-of-guadalupe-6448e1c6; us-fl-st-augustine-flagler-college-newman-center-0f35b9b7,Crucifixion; Flagler College Newman Center; Holy Cross Catholic Mission; Holy Rosary; Korean Chapel of St. Francis Choe; Mission of Our Lady of Guadalupe; Naval Station Mayport (Holy Family by the Sea); Our Lady of Consolation; St. Ephrem (Syrian); St. James  (Chair of St. Peter); St. James Catholic Church; St. John the Evangelist; St. Stephen,7,Bunnell; Callahan; Cross City; Interlachen; Jacksonville; Mayo; St. Augustine,florida,13,2,2025-09-01,2026-02-01,True,True,False,2025; 2026,high
Philip McManamon,Deacon,Philip,,McManamon,Administrator,Administrator,1,us-la-metairie-st-christopher-the-martyr-8e0d014b,St. Christopher the Martyr,1,Metairie,louisiana,1,0,,,False,False,False,,high
Philip Mirando,Fr.,Philip,,Mirando,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Morris,Msgr.,Philip,,Morris,Monsignor,Monsignor,1,us-nj-south-orange-our-lady-of-sorrows-5de4685b,Our Lady of Sorrows,1,South Orange,new_jersey,1,0,,,False,False,False,,high
Philip N. Fusco,Rev.,Philip,N.,Fusco,Priest,Priest,2,us-in-munster-st-thomas-more-a48d9137; us-nm-chaparral-st-thomas-more-c5ad8618,St. Thomas More,2,Chaparral; Munster,indiana; new_mexico,2,1,2025-10-12,2025-10-12,False,True,False,2025,high
Philip Napolillo,,Philip,,Napolillo,Deacon,Deacon,1,us-pa-connellsville-st-rita-24ebdb86,St. Rita,1,Connellsville,pennsylvania,1,0,,,False,False,False,,high
Philip Neri,Br.,Philip,,Neri,Brother,Brother,1,us-ca-oakland-st-albert-c04fc00f,Priory Chapel of St. Albert the Great,1,Oakland,california,1,0,,,False,False,False,,high
Philip Nguyen,Fr.,Philip,,Nguyen,Priest,Deacon; Priest,2,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1; us-tx-fort-worth-immaculate-heart-of-mary-f388388a,Immaculate Heart of Mary; St. Barnabas Catholic Church,2,Fort Worth; Long Beach,california; texas,2,2,2024-09-22,2025-07-20,False,True,True,2024; 2025,high
Philip Niekamp,Father; Rev.,Philip,,Niekamp,Priest,Priest,4,us-mo-hermann-st-george-fded1d1a; us-mo-jefferson-city-cathedral-of-st-joseph-b8d6f7f8; us-mo-jefferson-city-st-joseph-91bfd482; us-mo-rhineland-church-of-the-risen-savior-26cf5f6f,Cathedral of St Joseph; Cathedral of St. Joseph; Risen Savior; St. George,3,Hermann; Jefferson City; Rhineland,missouri,4,3,2022-04-01,2024-11-11,False,False,True,2022; 2023; 2024,high
Philip Nolan,Father,Philip,,Nolan,Priest,Priest,1,us-ne-gretna-st-patrick-ad041216,St. Patrick,1,Gretna,nebraska,1,1,2026-02-01,2026-02-01,True,False,False,2026,high
Philip Nuestro,Fr.,Philip,,Nuestro,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Ordonio,Deacon,Philip,,Ordonio,Deacon,Deacon,2,us-mo-kirksville-mary-immaculate-bf0a9ee2; us-mo-novinger-st-rose-of-lima-4645ef6d,Mary Immaculate; Mission of St. Rose of Lima,2,Kirksville; Novinger,missouri,2,1,2025-01-19,2025-01-19,False,True,False,2025,high
Philip Oriole,Fr.; Rev.,Philip,,Oriole,Priest,Priest,3,us-pa-erie-holy-rosary-mission-4268411b; us-pa-erie-st-john-the-baptist-ac0d02a0; us-pa-union-city-church-of-our-lady-of-fatima-b9c6e06b,Holy Rosary; Our Lady of Fatima; St. John the Baptist,2,Erie; Union City,pennsylvania,3,0,,,False,False,False,,high
Philip Parent,Fr.,Philip,,Parent,Priest,Priest,1,us-ny-syracuse-holy-family-39cdc5a8,Holy Family,1,Syracuse,new_york,1,0,,,False,False,False,,high
Philip Phan,Fr.,Philip,,Phan,Celebrant,Celebrant,2,us-ct-greenwich-st-agnes-the-parish-of-st-catherine-of-siena-and-st-agnes-3b8d76c6; us-ct-riverside-st-catherine-of-siena-d9953498,St. Agnes (The Parish of St. Catherine of Siena and St. Agnes); St. Catherine of Siena,2,Greenwich; Riverside,connecticut,2,0,,,False,False,False,,high
Philip Phan Data,Fr.,Philip,Phan,Data,Celebrant,Celebrant,2,us-ct-greenwich-st-agnes-the-parish-of-st-catherine-of-siena-and-st-agnes-3b8d76c6; us-ct-riverside-st-catherine-of-siena-d9953498,St. Agnes (The Parish of St. Catherine of Siena and St. Agnes); St. Catherine of Siena,2,Greenwich; Riverside,connecticut,2,0,,,False,False,False,,high
Philip Phan Third,Fr.,Philip,Phan,Third,Celebrant,Celebrant,2,us-ct-greenwich-st-agnes-the-parish-of-st-catherine-of-siena-and-st-agnes-3b8d76c6; us-ct-riverside-st-catherine-of-siena-d9953498,St. Agnes (The Parish of St. Catherine of Siena and St. Agnes); St. Catherine of Siena,2,Greenwich; Riverside,connecticut,2,0,,,False,False,False,,high
Philip Raczka,Fr.; Rev.,Philip,,Raczka,Priest,Priest,4,us-ct-danbury-mother-of-god-of-tenderness-melkite-512c618b; us-ct-danbury-st-ann-melkite-115f2791; us-ma-weston-pope-st-john-xxiii-national-seminary-8d6de817; us-pa-pittsburgh-byzantine-catholic-seminary-of-sts-cyril-and-methodius-ruthenian-ab4101fa,Byzantine Catholic Seminary of Sts. Cyril and Methodius (Ruthenian); Mother of God of Tenderness (Melkite); Pope St. John XXIII National Seminary; St. Ann (Melkite),3,Danbury; Pittsburgh; Weston,connecticut; massachusetts; pennsylvania,4,3,2025-02-01,2025-08-20,False,True,False,2025,high
Philip Ramos,Rev.,Philip,,Ramos,Priest,Priest,2,us-nj-berlin-st-simon-stock-cf9ed97d; us-nj-old-bridge-st-thomas-the-apostle-9869061d,Our Lady of Mount Carmel; St. Thomas the Apostle,2,Berlin; Old Bridge,new_jersey,2,2,2026-02-15,2026-02-22,True,False,False,2026,high
Philip Raz,Fr.,Philip,,Raz,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Philip Read,Rev.,Philip,,Read,Priest,Priest,1,us-ma-boston-st-cecilia-3f014820,St. Cecilia,1,Boston,massachusetts,1,0,,,False,False,False,,high
