Date,Date Sort,Day,Church,Address,Phone,Communities Served,Category,Time,End Time,Service Name,Language,Location,Notes
"Sun, Mar 01, 2026",2026-03-01,Sunday,St. John Chrysostom (Ruthenian),"5858 Cleveland Ave, Columbus",(614) 882-7578,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,9:30 AM,,Emmanuel Moleben,English,,tags
"Sun, Mar 01, 2026",2026-03-01,Sunday,St. John the Baptist,"720 Hamlet St, Columbus",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,11:00 AM,,The Art of Limoncello Making,English,,The Art of Limoncello Making; note: Please RSVP
"Sun, Mar 01, 2026",2026-03-01,Sunday,St. Mary Magdalene,"473 S Roys Ave, Columbus",(614) 274-1121,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,9:00 AM,1:00 PM,Media Sale,English,Church Hall,note: Pancake and Egg breakfast 09:00–11:30
"Sun, Mar 01, 2026",2026-03-01,Sunday,St. Timothy,"1088 Thomas Ln, Columbus",(614) 451-2671,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,TBD,,Catechesis of the Good Shepherd Class Level I & II,English,,check bulletin
"Sun, Mar 01, 2026",2026-03-01,Sunday,St. Margaret of Cortona,"1600 N Hague Ave, Columbus",(614) 279-1690,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Sacraments,11:30 AM,12:30 PM,Baptisms,English,,note: following the 10:30am Sunday Mass; contact Parish office to register
"Mon, Mar 02, 2026",2026-03-02,Monday,Christ the King,"2777 E Livingston Ave, Columbus",(614) 237-0401,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,6:45 AM,,Mass,english,Christ the King,
"Mon, Mar 02, 2026",2026-03-02,Monday,Christ the King,"2777 E Livingston Ave, Columbus",(614) 237-0401,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,english,St. Thomas,
"Mon, Mar 02, 2026",2026-03-02,Monday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,12:15 PM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Immaculate Conception Church,"414 E N Broadway, Columbus",(614) 267-9241,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,Immaculate Conception Parish,
"Mon, Mar 02, 2026",2026-03-02,Monday,Oratory of St. Leo,"221 Hanford St, Columbus",614-443-7685,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:30 PM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Our Lady of Mount Carmel,"5133 Walnut Rd SE, Buckeye Lake",(740) 928-3266,Canal Winchester; Groveport,Mass,8:00 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Our Lady of Victory,"1559 Roxbury Rd, Columbus",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Resurrection,"6300 E Dublin - Granville Rd, New Albany",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Seton Parish,"600 Hill Rd N, Pickerington",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Public Mass,English,,livestream
"Mon, Mar 02, 2026",2026-03-02,Monday,St Edward the Confessor,"785 Newark-Granville Rd, Granville",(740) 587-3254,Canal Winchester,Mass,9:00 AM,,Mass,English,Church of St. Edward the Confessor,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Agatha,"1860 Northam Rd, Upper Arlington",(614) 488-6149,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",+1-614-451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,6:30 AM,,Mass,english,St. Andrew,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",(614) 451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,6:30 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",+1-614-451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,english,St. Andrew,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",(614) 451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Bernadette,"1343 Wheeling Rd, Lancaster",(740) 654-1893,Canal Winchester; Groveport,Mass,8:20 AM,,Mass,english,St. Bernadette,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:30 PM,,Mass,English,,livestream
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Brigid of Kildare,"7179 Avery Rd, Dublin",(614) 761-3734,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,St. Brigid of Kildare Church,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Catharine,"500 S Gould Rd, Columbus",(614) 231-4509,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,english,St. Catharine,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Cecilia,"434 Norton Rd, Columbus",(614) 878-5353,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:15 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,4:00 PM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joan of Arc,"10700 Liberty Rd S, Powell",(614) 761-0905,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,St. Joan of Arc,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. John Neumann,"9633 E State Rt 37, Sunbury",(740) 965-1358,Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. John XXIII,"5170 Winchester Southern Rd NW, Canal Winchester",(614) 920-1563,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,St. John XXIII Church,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joseph,"140 W Ave, Plain City",(614) 873-8850,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:30 PM,,Mass,English,Church,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joseph Cathedral,"212 E Broad St, Columbus",(614) 224-1295,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,12:05 PM,,Mass,english,St. Joseph Cathedral,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Josephine Bakhita Parish,"6077 Sharon Woods Blvd, Columbus",(614) 891-0150,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Leonard,"57 Dorsey Mill Rd, Heath",17405225270,Canal Winchester,Mass,6:00 PM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Margaret of Cortona,"1600 N Hague Ave, Columbus",(614) 279-1690,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Mary,"82 E William St, Delaware",(740) 363-4641,Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:15 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Mary Magdalene,"473 S Roys Ave, Columbus",(614) 274-1121,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 PM,,Mass,english,St. Mary Magdalene,note: Miraculous Medal Novena
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Matthias,"1582 Ferris Rd, Columbus",16142673406,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Michael the Archangel,"5750 N High St, Worthington",614-885-7814,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,6:30 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Michael the Archangel,"5750 N High St, Worthington",614-885-7814,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:15 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Patrick,"280 N Grant Ave, Columbus",(614) 240-5910,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:45 AM,,Mass,English,St. Patrick Church,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Patrick,"280 N Grant Ave, Columbus",(614) 240-5910,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 AM,,Mass,English,St. Patrick Church,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Patrick,"61 S Union St, London",(740) 852-0942,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Paul the Apostle,"313 N State St, Westerville",(614) 882-2109,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,6:30 AM,,Mass,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Paul the Apostle,"313 N State St, Westerville",(614) 882-2109,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:15 AM,,Mass,English,,livestream
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Peter,"6899 Smoky Row Rd, Columbus",(614) 761-0905,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:30 PM,,Mass,english,St. Peter,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Pius X,"1051 Waggoner Rd, Reynoldsburg",(614) 866-2859,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,english,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Thomas More Newman Center (Ohio St. Univ.),"64 W Lane Ave, Columbus",(614) 291-4674,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:45 PM,,Mass,English,St. Thomas More Newman Center,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Thomas More Newman Center (Ohio St. Univ.),"64 W Lane Ave, Columbus",(614) 291-4674,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:45 AM,,Mass,English,St. Thomas More Newman Center,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Thomas the Apostle,"2692 E Fifth Ave, Columbus",(614) 252-0976,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,english,St. Thomas,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Timothy,"1088 Thomas Ln, Columbus",(614) 451-2671,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,,livestream
"Mon, Mar 02, 2026",2026-03-02,Monday,The Basilica of St. Mary of the Assumption,"132 S High St, Lancaster",(740) 653-0997,Canal Winchester; Groveport,Mass,7:00 AM,,Mass,english,Basilica of St. Mary of the Assumption,note: Mon; Thu
"Mon, Mar 02, 2026",2026-03-02,Monday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,11:30 AM,,Confession,English,Holy Family Church,note: until Mass
"Mon, Mar 02, 2026",2026-03-02,Monday,Oratory of St. Leo,"221 Hanford St, Columbus",614-443-7685,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,7:45 AM,,Confession,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Our Lady of Mount Carmel,"5133 Walnut Rd SE, Buckeye Lake",(740) 928-3266,Canal Winchester; Groveport,Confession,9:00 AM,3:00 PM,Confession,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,Our Lady of Perpetual Help Church,"3730 Broadway, Grove City",(614) 875-3322,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,TBD,,Confession,English,,Sat; After 08:30 Mass
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,3:15 PM,4:00 PM,Confession,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joan of Arc,"10700 Liberty Rd S, Powell",(614) 761-0905,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,9:00 AM,,Confession,English,Saint Joan of Arc Campus,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joan of Arc,"10700 Liberty Rd S, Powell",(614) 761-0905,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,TBD,,Confession,English,Saint Joan of Arc Campus,after the Mass
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Leonard,"57 Dorsey Mill Rd, Heath",17405225270,Canal Winchester,Confession,5:00 PM,5:45 PM,Confession,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Leonard,"57 Dorsey Mill Rd, Heath",17405225270,Canal Winchester,Confession,TBD,,Confessions,English,,"before /Wednesday Mass and Saturday, and by appointment."
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Patrick,"280 N Grant Ave, Columbus",(614) 240-5910,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,12:15 PM,,Confession,English,St. Patrick Church,note: until done; except Holy Days and Civic Holidays
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Peter,"6899 Smoky Row Rd, Columbus",(614) 761-0905,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,6:00 PM,,Confession,English,St. Peter Campus,afterward 17:30 Mass
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Pius X,"1051 Waggoner Rd, Reynoldsburg",(614) 866-2859,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,8:00 AM,8:20 AM,Confession,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Thomas More Newman Center (Ohio St. Univ.),"64 W Lane Ave, Columbus",(614) 291-4674,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,4:30 PM,5:30 PM,Confession,English,St. Thomas More Newman Center,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Thomas More Newman Center (Ohio St. Univ.),"64 W Lane Ave, Columbus",(614) 291-4674,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,6:30 PM,7:30 PM,Confession,English,St. Thomas More Newman Center,
"Mon, Mar 02, 2026",2026-03-02,Monday,St Edward the Confessor,"785 Newark-Granville Rd, Granville",(740) 587-3254,Canal Winchester,Adoration,9:30 AM,11:30 AM,Adoration,English,Church of St. Edward the Confessor,exposition
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,6:00 PM,10:00 PM,Adoration,English,St. Brendan Chapel,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Catharine,"500 S Gould Rd, Columbus",(614) 231-4509,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,6:00 AM,,Adoration,English,Eucharistic Adoration Chapel,TIME_TBD; exposition
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,3:00 PM,4:00 PM,Adoration,English,,exposition
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joseph,"140 W Ave, Plain City",(614) 873-8850,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,6:00 AM,11:00 AM,Adoration,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Joseph,"140 W Ave, Plain City",(614) 873-8850,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,6:00 PM,9:00 PM,Adoration,English,,
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Leonard,"57 Dorsey Mill Rd, Heath",17405225270,Canal Winchester,Adoration,5:00 AM,10:00 PM,Adoration,English,,exposition
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Thomas More Newman Center (Ohio St. Univ.),"64 W Lane Ave, Columbus",(614) 291-4674,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,8:15 AM,5:30 PM,Adoration,English,St. Thomas More Newman Center,exposition
"Mon, Mar 02, 2026",2026-03-02,Monday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Devotions,11:30 AM,12:05 PM,Most Holy Rosary & Chaplet of Divine Mercy,English,Holy Family Church,
"Mon, Mar 02, 2026",2026-03-02,Monday,Our Lady of Perpetual Help Church,"3730 Broadway, Grove City",(614) 875-3322,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Devotions,7:50 AM,,Rosary & Divine Mercy Chaplet,English,,before Mass
"Mon, Mar 02, 2026",2026-03-02,Monday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Devotions,3:00 PM,4:00 PM,Divine Mercy Chaplet,English,,
